train_loss,train_accuracy,val_loss,val_accuracy
4.2810516940683625,0.13466571187765672,4.121739471789843,0.1554369105759515
3.994766851032276,0.15779364342600283,4.096156790305485,0.15748147524418996
3.928856739704544,0.16325212537255093,4.094722002031989,0.15791301785112832
3.8959802263627714,0.16628444569306688,4.102413364595417,0.15856296311889526
3.8736328027941145,0.16853501978795132,4.109091863643444,0.15843139525092623
3.8628697337196565,0.16919690843797333,4.116987583732798,0.1581972044459414
3.8545120607666763,0.16985803366394683,4.120755955722445,0.15797880178511284
3.8491753641882367,0.17080315263595056,4.122838696513203,0.15838666217581676
3.8418952676462093,0.17133296892558753,4.133963555629585,0.15806563657797237
3.839526513164858,0.1716780365954952,4.133367151353206,0.15835771724486358
3.8366748192584432,0.1717833891141838,4.140111807341044,0.15749200067362748
3.8342432818392047,0.1720628023159232,4.14060173579923,0.15813405186931626
3.8323000192164605,0.17265598280158304,4.145599322955028,0.15752883967665882
3.8300543787797765,0.1725605547955245,4.149911793164028,0.15674995789828225
3.82647616269039,0.17332779596423512,4.151016404629557,0.15732096244526778
3.824826287379884,0.17336215004641617,4.152622604859963,0.15742621673964297
3.822107659359149,0.17342856793863293,4.15452380275116,0.15678153418659482
3.821929877729393,0.1735392644256608,4.154942877889281,0.15635525429437522
3.8206836629544085,0.17336291347046465,4.155262688748882,0.1574367421690805
3.821215693751573,0.1736698099379489,4.156453537555526,0.15756567867969012
3.8180074301183953,0.17399579200664483,4.16049415276644,0.15727359801279892
3.814592229456209,0.17414924024038697,4.156783076118002,0.15715255557426744
3.815176494890264,0.17410725191772122,4.159193262503018,0.1566631231054227
3.815187370176628,0.1740209850002443,4.160402768145671,0.1568499494779387
3.813680404269445,0.1743408596765525,4.159247238373427,0.15773671690804986
3.8133333233039184,0.17441949235354473,4.15655086288632,0.15720518272145503
3.8099761750204526,0.17451263008745785,4.1576860609501045,0.1570367758504547
3.8085334576142515,0.17474242072604682,4.1592705558550085,0.15755252189289323
3.806802018861682,0.17480349464992426,4.160334769544797,0.1559421311889525
3.806007868043666,0.1746103483656618,4.16245062144849,0.15731043701583025
