train_loss,train_accuracy,val_loss,val_accuracy
3.6330349718393857,0.19976135364244882,3.538514170874727,0.21872894914112495
3.391541305142574,0.23077698245956907,3.466711607393732,0.22666775429437522
3.27683818361852,0.2479937216006254,3.425946524144022,0.2329119653081846
3.18257087487448,0.26248427346460157,3.412610474039144,0.23749842118558437
3.098364930780304,0.2762365942737089,3.415291558054008,0.2379352265072415
3.0195904788970016,0.28911555797136856,3.420974014302463,0.23834834961266418
2.9446070103848716,0.3022014095861631,3.4451866064380017,0.23813257830919501
2.872216642284426,0.3151063297014707,3.4817983936323946,0.23704582771977098
2.802427361874341,0.3278196303806127,3.512679437267616,0.23581172111822163
2.7360000333165355,0.3399015793716715,3.560081755886097,0.23499600033681375
2.6725338860460197,0.35229347852640835,3.605588822824138,0.23099896850791513
2.612994760273431,0.36344175990619043,3.6481211953148693,0.2294675185247558
2.5558617182293304,0.37466943738701325,3.7020065593735545,0.22553890198720108
2.502186462556156,0.3853230199833879,3.7608066563575746,0.22422322330751093
2.451512973490403,0.39560557849220696,3.8123199584790055,0.21894472044459415
2.403560074375063,0.4056438413055162,3.8612581494682443,0.2164580877399798
2.358447273288829,0.41494921703229587,3.9113336858142302,0.2152713455708993
2.3153035666810147,0.4242629904236087,3.978724024600154,0.21309258167733244
2.274675593277377,0.43316833194899107,4.025615198598562,0.2108190889188279
2.2357762590165002,0.44156675990619043,4.093384012544785,0.20721676069383632
2.1991244253045434,0.44915977549225583,4.145212077018427,0.20642472212866286
2.1639255524415524,0.45713373967850685,4.20118781455481,0.20598265409228697
2.1308764889505043,0.4646099513851566,4.267325482733043,0.20267503789154598
2.0984190763478727,0.47157314213123563,4.3161638533077324,0.20122779134388682
2.06815653069901,0.4785233546684907,4.375750838244712,0.20001473560121252
2.03843437753996,0.4851178115991596,4.440570298370266,0.19829119653081845
2.010205930384927,0.4911939036009185,4.4908530321856786,0.19622558100370496
1.9829517024143617,0.49742955122880733,4.563425038309762,0.19370210929605927
1.9570012953446,0.5031651561049494,4.6167682645376305,0.19219697288649376
1.9316906028146381,0.5092084208726242,4.670273140810603,0.19141282839339846
