train_loss,train_accuracy,val_loss,val_accuracy
3.6991546279364664,0.1874305284115894,3.51533324315356,0.22095244610980128
3.352048129931026,0.23736609542189865,3.432271335654164,0.23251989306163692
3.231109411964467,0.2550347815996482,3.405791823010366,0.23659849696867633
3.1328704748784126,0.2701856952655494,3.385805709870346,0.2401060963287302
3.0439501127663426,0.2848602323252064,3.38407255303141,0.24194541512293702
2.9610015706568205,0.2989759429813847,3.411185255352597,0.24145861401145166
2.8813146269944077,0.31285728245468314,3.4426615655361985,0.2408665586055911
2.80541363692385,0.32653097058679825,3.484288884919675,0.2387088455708993
2.7334444336125374,0.33964277861924075,3.5254593819389846,0.23475128410239138
2.6655060333610834,0.35227210265305126,3.580589502778829,0.23280671101380937
2.601126780366434,0.3649060072311526,3.6256000305033163,0.22847286544291007
2.540987559538381,0.3768192395074999,3.6702910672538245,0.22742295385651734
2.4837815290017615,0.3884263387404114,3.7178841161181846,0.22482580414280903
2.4304669027004184,0.3988539478184394,3.7722635531353204,0.22183658218255306
2.3800074770925055,0.40959685102848487,3.837055218705588,0.22006831003704952
2.3327006257237937,0.4194908266966336,3.9060552966197197,0.2171106643651061
2.2880503446826217,0.429213031953877,3.9563169972829924,0.21421353991242842
2.245837980484633,0.4382962512825524,4.0237823906230705,0.21299785281239475
2.205670568912387,0.44719166829530466,4.07081943660041,0.21046911839003032
2.167467748372691,0.4554549701959251,4.149704981910215,0.2070562478949141
2.131450061438843,0.4632823569648703,4.217908307975211,0.20271977096665544
2.0968104083461054,0.47086315776616017,4.279601813005092,0.20220665628157627
2.063834861544852,0.4782599733717692,4.32754528839687,0.1991227054563826
2.0325930606417835,0.48565831582547514,4.401426827518095,0.19737548416975412
2.002758956272356,0.4921145930033713,4.439739896336482,0.19837539996631862
1.9737841534050755,0.4988243269653589,4.499222603338903,0.19640977601886156
1.945709068867087,0.5051263924854644,4.565611783042424,0.19411786375884135
1.9196323538033888,0.5110284238041726,4.647812734070993,0.1914312478949141
1.8939912125403457,0.5169281648507353,4.686138683595654,0.19150755725833615
1.8689350769016222,0.522563761176528,4.755487384680507,0.1880341655439542
